Worker_ID,Date,Run_Off,Open_Seam,SPI_Errors,High_Low,Production_Volume,Shift,defect_count,count
W_00004,2024-01-26,5,4,3,0,600,Morning,12,588
W_00004,2024-01-29,1,5,4,5,600,Morning,15,585
W_00004,2024-01-30,5,1,3,1,600,Morning,10,590
W_00004,2024-01-31,0,5,1,5,600,Morning,11,589
W_00004,2024-02-01,6,6,2,4,600,Morning,18,582
W_00004,2024-02-02,6,3,4,3,600,Morning,16,584
W_00004,2024-02-05,0,6,2,1,600,Morning,9,591
W_00004,2024-02-06,4,0,3,2,600,Morning,9,591
W_00004,2024-02-07,2,3,2,5,600,Morning,12,588
W_00004,2024-02-08,5,2,5,3,600,Morning,15,585
W_00004,2024-02-09,4,0,4,1,600,Morning,9,591
W_00004,2024-02-12,0,5,5,4,600,Morning,14,586
W_00004,2024-02-13,0,2,3,1,600,Morning,6,594
W_00004,2024-02-14,5,5,1,5,600,Morning,16,584
W_00004,2024-02-15,3,0,1,3,600,Morning,7,593
W_00004,2024-02-16,0,3,0,1,600,Morning,4,596
W_00004,2024-02-19,6,2,5,0,600,Morning,13,587
W_00004,2024-02-20,6,4,3,3,600,Morning,16,584
W_00004,2024-02-21,1,4,5,3,600,Morning,13,587
W_00004,2024-02-22,3,1,5,1,600,Morning,10,590
W_00004,2024-02-23,1,6,3,2,600,Morning,12,588
W_00004,2024-02-26,5,1,6,5,600,Morning,17,583
W_00004,2024-02-27,2,5,4,4,600,Morning,15,585
W_00004,2024-02-28,0,1,3,1,600,Morning,5,595
W_00004,2024-02-29,3,2,4,0,600,Morning,9,591
W_00004,2024-03-01,5,1,3,6,600,Morning,15,585
W_00004,2024-03-04,3,0,5,5,600,Morning,13,587
W_00004,2024-03-05,1,2,5,6,600,Morning,14,586
W_00004,2024-03-06,4,3,5,4,600,Morning,16,584
W_00004,2024-03-07,0,1,1,0,600,Morning,2,598
W_00004,2024-03-08,2,2,3,2,600,Morning,9,591
W_00004,2024-03-11,0,0,4,6,600,Morning,10,590
W_00004,2024-03-12,1,5,0,0,600,Morning,6,594
W_00004,2024-03-13,5,6,2,1,600,Morning,14,586
W_00004,2024-03-14,3,2,2,1,600,Morning,8,592
W_00004,2024-03-15,4,5,2,4,600,Morning,15,585
W_00004,2024-03-18,3,3,3,2,600,Morning,11,589
W_00004,2024-03-19,1,4,1,6,600,Morning,12,588
W_00004,2024-03-20,6,0,5,2,600,Morning,13,587
W_00004,2024-03-21,0,2,4,6,600,Morning,12,588
W_00004,2024-03-22,2,6,6,4,600,Morning,18,582
W_00004,2024-03-25,1,6,6,5,600,Morning,18,582
W_00004,2024-03-26,6,6,2,2,600,Morning,16,584
W_00004,2024-03-27,0,6,1,2,600,Morning,9,591
W_00004,2024-03-28,4,0,3,3,600,Morning,10,590
W_00004,2024-03-29,3,0,2,6,600,Morning,11,589
W_00004,2024-04-01,1,5,1,0,600,Morning,7,593
W_00004,2024-04-02,6,4,0,0,600,Morning,10,590
W_00004,2024-04-03,2,1,0,4,600,Morning,7,593
W_00004,2024-04-04,1,1,1,1,600,Morning,4,596
W_00004,2024-04-05,0,2,4,0,600,Morning,6,594
W_00004,2024-04-08,3,3,0,0,600,Morning,6,594
W_00004,2024-04-09,1,6,5,1,600,Morning,13,587
W_00004,2024-04-10,2,4,5,3,600,Morning,14,586
W_00004,2024-04-11,6,5,6,3,600,Morning,20,580
W_00004,2024-04-12,5,2,3,5,600,Morning,15,585
W_00004,2024-04-15,4,0,4,4,600,Morning,12,588
W_00004,2024-04-16,0,0,2,2,600,Morning,4,596
W_00004,2024-04-17,0,5,3,0,600,Morning,8,592
W_00004,2024-04-18,6,4,4,5,600,Morning,19,581
W_00004,2024-04-19,2,1,2,0,600,Morning,5,595
W_00004,2024-04-22,6,2,6,2,600,Morning,16,584
W_00004,2024-04-23,5,1,6,3,600,Morning,15,585
W_00004,2024-04-24,0,2,5,1,600,Morning,8,592
W_00004,2024-04-25,4,1,2,3,600,Morning,10,590
W_00004,2024-04-26,5,4,6,0,600,Morning,15,585
W_00004,2024-04-29,2,6,0,0,600,Morning,8,592
W_00004,2024-04-30,1,0,6,6,600,Morning,13,587
W_00004,2024-05-01,4,3,5,6,600,Morning,18,582
W_00004,2024-05-02,0,4,2,0,600,Morning,6,594
W_00004,2024-05-03,3,5,6,5,600,Morning,19,581
W_00004,2024-05-06,6,0,1,3,600,Morning,10,590
W_00004,2024-05-07,0,3,5,3,600,Morning,11,589
W_00004,2024-05-08,5,0,1,0,600,Morning,6,594
W_00004,2024-05-09,1,0,4,3,600,Morning,8,592
W_00004,2024-05-10,2,1,2,6,600,Morning,11,589
W_00004,2024-05-13,5,1,0,5,600,Morning,11,589
W_00004,2024-05-14,4,6,2,5,600,Morning,17,583
W_00004,2024-05-15,0,4,6,2,600,Morning,12,588
W_00004,2024-05-16,1,0,1,0,600,Morning,2,598
W_00004,2024-05-17,4,1,6,3,600,Morning,14,586
W_00004,2024-05-20,1,1,1,4,600,Morning,7,593
W_00004,2024-05-21,4,3,6,1,600,Morning,14,586
W_00004,2024-05-22,6,2,4,4,600,Morning,16,584
W_00004,2024-05-23,2,2,0,5,600,Morning,9,591
W_00004,2024-05-24,3,2,3,1,600,Morning,9,591
W_00004,2024-05-27,0,4,0,1,600,Morning,5,595
W_00004,2024-05-28,6,1,2,2,600,Morning,11,589
W_00004,2024-05-29,5,3,2,6,600,Morning,16,584
W_00004,2024-05-30,0,2,0,4,600,Morning,6,594
W_00004,2024-05-31,5,4,4,6,600,Morning,19,581
W_00004,2024-06-03,6,4,4,4,600,Morning,18,582
W_00004,2024-06-04,5,3,2,2,600,Morning,12,588
W_00004,2024-06-05,3,4,3,1,600,Morning,11,589
W_00004,2024-06-06,2,6,2,0,600,Morning,10,590
W_00004,2024-06-07,1,2,1,1,600,Morning,5,595
W_00004,2024-06-10,0,1,0,1,600,Morning,2,598
W_00004,2024-06-11,5,2,1,2,600,Morning,10,590
W_00004,2024-06-12,1,2,4,4,600,Morning,11,589
W_00004,2024-06-13,4,2,1,4,600,Morning,11,589
W_00004,2024-06-14,4,1,5,5,600,Morning,15,585
W_00004,2024-06-17,0,0,2,2,600,Morning,4,596
W_00004,2024-06-18,3,0,1,0,600,Morning,4,596
W_00004,2024-06-19,0,3,0,6,600,Morning,9,591
W_00004,2024-06-20,4,6,0,0,600,Morning,10,590
W_00004,2024-06-21,2,2,6,1,600,Morning,11,589
W_00004,2024-06-24,4,4,4,4,600,Morning,16,584
W_00004,2024-06-25,2,1,6,0,600,Morning,9,591
W_00004,2024-06-26,5,5,1,1,600,Morning,12,588
W_00004,2024-06-27,5,2,6,6,600,Morning,19,581
W_00004,2024-06-28,2,1,6,5,600,Morning,14,586
W_00004,2024-07-01,2,6,5,4,600,Morning,17,583
W_00004,2024-07-02,3,5,2,1,600,Morning,11,589
W_00004,2024-07-03,3,0,4,4,600,Morning,11,589
W_00004,2024-07-04,3,6,3,5,600,Morning,17,583
W_00004,2024-07-05,3,5,3,5,600,Morning,16,584
W_00004,2024-07-08,6,4,4,0,600,Morning,14,586
W_00004,2024-07-09,1,3,4,3,600,Morning,11,589
W_00004,2024-07-10,2,5,3,6,600,Morning,16,584
W_00004,2024-07-11,0,5,1,0,600,Morning,6,594
W_00004,2024-07-12,2,1,0,1,600,Morning,4,596
W_00004,2024-07-15,3,4,4,1,600,Morning,12,588
W_00004,2024-07-16,4,1,4,2,600,Morning,11,589
W_00004,2024-07-17,4,6,3,4,600,Morning,17,583
W_00004,2024-07-18,5,6,3,0,600,Morning,14,586
W_00004,2024-07-19,5,5,2,1,600,Morning,13,587
W_00004,2024-07-22,4,4,1,5,600,Morning,14,586
W_00004,2024-07-23,4,3,6,4,600,Morning,17,583
W_00004,2024-07-24,3,6,2,1,600,Morning,12,588
W_00005,2024-01-01,0,0,4,0,600,Morning,4,596
W_00005,2024-01-02,4,6,3,6,600,Morning,19,581
W_00005,2024-01-03,4,4,5,3,600,Morning,16,584
W_00005,2024-01-04,1,6,1,6,600,Morning,14,586
W_00005,2024-01-05,1,3,6,6,600,Morning,16,584
W_00005,2024-01-08,4,0,5,3,600,Morning,12,588
W_00005,2024-01-09,4,2,5,4,600,Morning,15,585
W_00005,2024-01-10,0,0,1,4,600,Morning,5,595
W_00005,2024-01-11,6,1,5,2,600,Morning,14,586
W_00005,2024-01-12,5,0,0,0,600,Morning,5,595
W_00005,2024-01-15,5,6,3,0,600,Morning,14,586
W_00005,2024-01-16,5,5,2,6,600,Morning,18,582
W_00005,2024-01-17,4,2,2,1,600,Morning,9,591
W_00005,2024-01-18,5,2,2,3,600,Morning,12,588
W_00005,2024-01-19,1,3,1,6,600,Morning,11,589
W_00005,2024-01-22,3,4,4,4,600,Morning,15,585
W_00005,2024-01-23,5,3,3,5,600,Morning,16,584
W_00005,2024-01-24,5,3,6,3,600,Morning,17,583
W_00005,2024-01-25,1,1,2,3,600,Morning,7,593
W_00005,2024-01-26,5,3,0,2,600,Morning,10,590
W_00005,2024-01-29,1,0,2,0,600,Morning,3,597
W_00005,2024-01-30,5,0,0,4,600,Morning,9,591
W_00005,2024-01-31,6,6,1,3,600,Morning,16,584
W_00005,2024-02-01,1,4,3,5,600,Morning,13,587
W_00005,2024-02-02,1,0,6,6,600,Morning,13,587
W_00005,2024-02-05,3,6,6,3,600,Morning,18,582
W_00005,2024-02-06,2,4,0,0,600,Morning,6,594
W_00005,2024-02-07,5,3,4,2,600,Morning,14,586
W_00005,2024-02-08,0,3,0,6,600,Morning,9,591
W_00005,2024-02-09,5,4,6,4,600,Morning,19,581
W_00005,2024-02-12,3,5,5,4,600,Morning,17,583
W_00005,2024-02-13,1,1,1,1,600,Morning,4,596
W_00005,2024-02-14,5,5,3,6,600,Morning,19,581
W_00005,2024-02-15,5,5,6,3,600,Morning,19,581
W_00005,2024-02-16,1,1,1,3,600,Morning,6,594
W_00005,2024-02-19,4,1,5,1,600,Morning,11,589
W_00005,2024-02-20,6,6,6,2,600,Morning,20,580
W_00005,2024-02-21,3,2,2,0,600,Morning,7,593
W_00005,2024-02-22,4,5,3,6,600,Morning,18,582
W_00005,2024-02-23,4,1,0,3,600,Morning,8,592
W_00005,2024-02-26,4,3,2,3,600,Morning,12,588
W_00005,2024-02-27,3,1,2,3,600,Morning,9,591
W_00005,2024-02-28,4,5,2,4,600,Morning,15,585
W_00005,2024-02-29,5,6,4,6,600,Morning,21,579
W_00005,2024-03-01,5,6,1,1,600,Morning,13,587
W_00005,2024-03-04,6,4,6,2,600,Morning,18,582
W_00005,2024-03-05,0,5,4,6,600,Morning,15,585
W_00005,2024-03-06,0,3,2,1,600,Morning,6,594
W_00005,2024-03-07,1,5,5,3,600,Morning,14,586
W_00005,2024-03-08,4,1,1,4,600,Morning,10,590
W_00005,2024-03-11,3,6,1,0,600,Morning,10,590
W_00005,2024-03-12,4,6,2,0,600,Morning,12,588
W_00005,2024-03-13,4,6,6,0,600,Morning,16,584
W_00005,2024-03-14,5,0,4,4,600,Morning,13,587
W_00005,2024-03-15,1,1,6,1,600,Morning,9,591
W_00005,2024-03-18,0,2,6,6,600,Morning,14,586
W_00005,2024-03-19,5,1,3,2,600,Morning,11,589
W_00005,2024-03-20,4,2,5,5,600,Morning,16,584
W_00005,2024-03-21,6,2,5,1,600,Morning,14,586
W_00005,2024-03-22,6,5,6,3,600,Morning,20,580
W_00005,2024-03-25,1,2,1,4,600,Morning,8,592
W_00005,2024-03-26,3,3,4,3,600,Morning,13,587
W_00005,2024-03-27,3,3,3,1,600,Morning,10,590
W_00005,2024-03-28,3,0,1,6,600,Morning,10,590
W_00005,2024-03-29,6,6,3,6,600,Morning,21,579
W_00005,2024-04-01,4,3,5,3,600,Morning,15,585
W_00005,2024-04-02,2,5,2,4,600,Morning,13,587
W_00005,2024-04-03,3,0,4,4,600,Morning,11,589
W_00005,2024-04-04,2,6,4,6,600,Morning,18,582
W_00005,2024-04-05,5,3,1,3,600,Morning,12,588
W_00005,2024-04-08,2,5,4,5,600,Morning,16,584
W_00005,2024-04-09,4,4,0,0,600,Morning,8,592
W_00005,2024-04-10,1,2,5,4,600,Morning,12,588
W_00005,2024-04-11,5,2,3,2,600,Morning,12,588
W_00005,2024-04-12,0,6,3,6,600,Morning,15,585
W_00005,2024-04-15,0,6,0,4,600,Morning,10,590
W_00005,2024-04-16,6,2,0,3,600,Morning,11,589
W_00005,2024-04-17,4,4,5,0,600,Morning,13,587
W_00005,2024-04-18,5,3,1,0,600,Morning,9,591
W_00005,2024-04-19,5,0,4,1,600,Morning,10,590
W_00005,2024-04-22,4,0,4,4,600,Morning,12,588
W_00005,2024-04-23,4,0,4,6,600,Morning,14,586
W_00005,2024-04-24,3,5,2,0,600,Morning,10,590
W_00005,2024-04-25,3,1,4,4,600,Morning,12,588
W_00005,2024-04-26,1,5,0,5,600,Morning,11,589
W_00005,2024-04-29,0,1,3,6,600,Morning,10,590
W_00005,2024-04-30,4,1,4,5,600,Morning,14,586
W_00005,2024-05-01,5,2,3,6,600,Morning,16,584
W_00005,2024-05-02,2,3,2,5,600,Morning,12,588
W_00005,2024-05-03,0,6,3,4,600,Morning,13,587
W_00005,2024-05-06,2,3,1,1,600,Morning,7,593
W_00005,2024-05-07,2,6,5,1,600,Morning,14,586
W_00005,2024-05-08,2,3,5,1,600,Morning,11,589
W_00005,2024-05-09,3,2,5,1,600,Morning,11,589
W_00005,2024-05-10,5,4,2,5,600,Morning,16,584
W_00005,2024-05-13,2,2,6,3,600,Morning,13,587
W_00005,2024-05-14,1,2,3,4,600,Morning,10,590
W_00005,2024-05-15,2,2,4,1,600,Morning,9,591
W_00005,2024-05-16,0,4,3,3,600,Morning,10,590
W_00005,2024-05-17,1,4,6,5,600,Morning,16,584
W_00005,2024-05-20,2,0,6,4,600,Morning,12,588
W_00005,2024-05-21,0,4,0,1,600,Morning,5,595
W_00005,2024-05-22,4,6,4,1,600,Morning,15,585
W_00005,2024-05-23,2,1,1,6,600,Morning,10,590
W_00005,2024-05-24,2,5,6,3,600,Morning,16,584
W_00005,2024-05-27,1,6,0,3,600,Morning,10,590
W_00005,2024-05-28,4,4,4,0,600,Morning,12,588
W_00005,2024-05-29,4,2,3,6,600,Morning,15,585
W_00005,2024-05-30,0,2,2,3,600,Morning,7,593
W_00005,2024-05-31,0,5,2,2,600,Morning,9,591
W_00005,2024-06-03,6,0,4,1,600,Morning,11,589
W_00005,2024-06-04,5,3,2,4,600,Morning,14,586
W_00005,2024-06-05,2,6,5,2,600,Morning,15,585
W_00005,2024-06-06,0,5,5,4,600,Morning,14,586
W_00005,2024-06-07,5,5,5,1,600,Morning,16,584
W_00005,2024-06-10,2,6,6,1,600,Morning,15,585
W_00005,2024-06-11,2,3,5,3,600,Morning,13,587
W_00005,2024-06-12,6,2,4,2,600,Morning,14,586
W_00005,2024-06-13,1,0,3,4,600,Morning,8,592
W_00005,2024-06-14,0,5,6,4,600,Morning,15,585
W_00005,2024-06-17,1,6,4,5,600,Morning,16,584
W_00005,2024-06-18,4,5,0,5,600,Morning,14,586
W_00005,2024-06-19,5,1,0,4,600,Morning,10,590
W_00005,2024-06-20,2,3,2,4,600,Morning,11,589
W_00005,2024-06-21,1,3,1,0,600,Morning,5,595
W_00005,2024-06-24,0,0,3,1,600,Morning,4,596
W_00005,2024-06-25,6,6,5,1,600,Morning,18,582
W_00005,2024-06-26,0,4,2,2,600,Morning,8,592
W_00005,2024-06-27,5,5,2,2,600,Morning,14,586
W_00005,2024-06-28,1,2,0,0,600,Morning,3,597
W_00005,2024-07-01,0,5,5,1,600,Morning,11,589
W_00005,2024-07-02,0,4,0,4,600,Morning,8,592
W_00005,2024-07-03,3,3,6,4,600,Morning,16,584
W_00005,2024-07-04,1,6,3,3,600,Morning,13,587
W_00005,2024-07-05,1,2,0,5,600,Morning,8,592
W_00005,2024-07-08,0,6,5,4,600,Morning,15,585
W_00005,2024-07-09,1,0,0,1,600,Morning,2,598
W_00005,2024-07-10,4,2,1,5,600,Morning,12,588
W_00005,2024-07-11,5,3,0,5,600,Morning,13,587
W_00005,2024-07-12,0,4,2,6,600,Morning,12,588
W_00005,2024-07-15,2,1,2,6,600,Morning,11,589
W_00005,2024-07-16,3,2,4,6,600,Morning,15,585
W_00005,2024-07-17,2,2,6,0,600,Morning,10,590
W_00005,2024-07-18,0,6,6,0,600,Morning,12,588
W_00005,2024-07-19,5,6,0,5,600,Morning,16,584
W_00005,2024-07-22,3,1,0,3,600,Morning,7,593
W_00005,2024-07-23,3,2,2,0,600,Morning,7,593
W_00005,2024-07-24,6,6,3,1,600,Morning,16,584
W_00006,2024-01-01,6,6,0,0,600,Morning,12,588
W_00006,2024-01-02,3,5,3,0,600,Morning,11,589
W_00006,2024-01-03,2,6,3,6,600,Morning,17,583
W_00006,2024-01-04,2,3,3,6,600,Morning,14,586
W_00006,2024-01-05,0,1,2,3,600,Morning,6,594
W_00006,2024-01-08,3,4,5,0,600,Morning,12,588
W_00006,2024-01-09,4,1,5,3,600,Morning,13,587
W_00006,2024-01-10,6,5,2,3,600,Morning,16,584
W_00006,2024-01-11,6,5,3,1,600,Morning,15,585
W_00006,2024-01-12,6,4,3,5,600,Morning,18,582
W_00006,2024-01-15,0,5,2,0,600,Morning,7,593
W_00006,2024-01-16,6,4,5,3,600,Morning,18,582
W_00006,2024-01-17,5,4,1,0,600,Morning,10,590
W_00006,2024-01-18,6,6,0,5,600,Morning,17,583
W_00006,2024-01-19,5,6,1,2,600,Morning,14,586
W_00006,2024-01-22,4,5,3,3,600,Morning,15,585
W_00006,2024-01-23,0,5,3,6,600,Morning,14,586
W_00006,2024-01-24,3,0,4,1,600,Morning,8,592
W_00006,2024-01-25,3,5,0,1,600,Morning,9,591
W_00006,2024-01-26,1,6,5,1,600,Morning,13,587
W_00006,2024-01-29,0,3,6,2,600,Morning,11,589
W_00006,2024-01-30,6,2,4,0,600,Morning,12,588
W_00006,2024-01-31,0,5,1,3,600,Morning,9,591
W_00006,2024-02-01,0,1,2,1,600,Morning,4,596
W_00006,2024-02-02,2,6,1,2,600,Morning,11,589
W_00006,2024-02-05,0,3,3,3,600,Morning,9,591
W_00006,2024-02-06,1,3,1,6,600,Morning,11,589
W_00006,2024-02-07,3,0,1,0,600,Morning,4,596
W_00006,2024-02-08,2,3,5,4,600,Morning,14,586
W_00006,2024-02-09,0,4,2,6,600,Morning,12,588
W_00006,2024-02-12,6,4,1,0,600,Morning,11,589
W_00006,2024-02-13,5,1,4,4,600,Morning,14,586
W_00006,2024-02-14,6,5,1,3,600,Morning,15,585
W_00006,2024-02-15,0,3,3,0,600,Morning,6,594
W_00006,2024-02-16,3,5,1,2,600,Morning,11,589
W_00006,2024-02-19,4,5,2,3,600,Morning,14,586
W_00006,2024-02-20,0,1,4,5,600,Morning,10,590
W_00006,2024-02-21,6,0,0,2,600,Morning,8,592
W_00006,2024-02-22,1,0,0,6,600,Morning,7,593
W_00006,2024-02-23,2,6,6,1,600,Morning,15,585
W_00006,2024-02-26,6,4,3,2,600,Morning,15,585
W_00006,2024-02-27,3,5,5,6,600,Morning,19,581
W_00006,2024-02-28,3,0,0,1,600,Morning,4,596
W_00006,2024-02-29,0,6,6,5,600,Morning,17,583
W_00006,2024-03-01,3,3,4,4,600,Morning,14,586
W_00006,2024-03-04,4,0,6,5,600,Morning,15,585
W_00006,2024-03-05,6,0,5,6,600,Morning,17,583
W_00006,2024-03-06,2,6,5,1,600,Morning,14,586
W_00006,2024-03-07,2,6,0,6,600,Morning,14,586
W_00006,2024-03-08,1,4,4,3,600,Morning,12,588
W_00006,2024-03-11,0,6,0,4,600,Morning,10,590
W_00006,2024-03-12,0,3,3,3,600,Morning,9,591
W_00006,2024-03-13,0,6,0,6,600,Morning,12,588
W_00006,2024-03-14,4,6,5,6,600,Morning,21,579
W_00006,2024-03-15,2,0,6,0,600,Morning,8,592
W_00006,2024-03-18,6,5,0,0,600,Morning,11,589
W_00006,2024-03-19,2,3,2,5,600,Morning,12,588
W_00006,2024-03-20,6,1,4,2,600,Morning,13,587
W_00006,2024-03-21,4,0,5,2,600,Morning,11,589
W_00006,2024-03-22,5,5,3,2,600,Morning,15,585
W_00006,2024-03-25,5,3,2,5,600,Morning,15,585
W_00006,2024-03-26,1,2,3,2,600,Morning,8,592
W_00006,2024-03-27,1,6,2,5,600,Morning,14,586
W_00006,2024-03-28,6,1,5,2,600,Morning,14,586
W_00006,2024-03-29,3,5,3,1,600,Morning,12,588
W_00006,2024-04-01,0,1,6,6,600,Morning,13,587
W_00006,2024-04-02,1,5,6,2,600,Morning,14,586
W_00006,2024-04-03,2,3,2,5,600,Morning,12,588
W_00006,2024-04-04,5,2,6,5,600,Morning,18,582
W_00006,2024-04-05,1,3,2,5,600,Morning,11,589
W_00006,2024-04-08,1,3,6,1,600,Morning,11,589
W_00006,2024-04-09,6,0,5,1,600,Morning,12,588
W_00006,2024-04-10,4,2,6,4,600,Morning,16,584
W_00006,2024-04-11,1,6,3,4,600,Morning,14,586
W_00006,2024-04-12,1,4,4,5,600,Morning,14,586
W_00006,2024-04-15,6,4,0,6,600,Morning,16,584
W_00006,2024-04-16,1,5,5,3,600,Morning,14,586
W_00006,2024-04-17,3,3,3,3,600,Morning,12,588
W_00006,2024-04-18,3,2,5,1,600,Morning,11,589
W_00006,2024-04-19,4,2,2,4,600,Morning,12,588
W_00006,2024-04-22,1,4,6,2,600,Morning,13,587
W_00006,2024-04-23,4,4,1,4,600,Morning,13,587
W_00006,2024-04-24,6,1,1,1,600,Morning,9,591
W_00006,2024-04-25,2,3,5,1,600,Morning,11,589
W_00006,2024-04-26,6,1,0,5,600,Morning,12,588
W_00006,2024-04-29,2,5,2,5,600,Morning,14,586
W_00006,2024-04-30,0,4,1,1,600,Morning,6,594
W_00006,2024-05-01,5,0,1,2,600,Morning,8,592
W_00006,2024-05-02,4,0,1,3,600,Morning,8,592
W_00006,2024-05-03,0,0,2,0,600,Morning,2,598
W_00006,2024-05-06,4,5,4,0,600,Morning,13,587
W_00006,2024-05-07,6,6,2,5,600,Morning,19,581
W_00006,2024-05-08,0,6,5,1,600,Morning,12,588
W_00006,2024-05-09,6,5,6,0,600,Morning,17,583
W_00006,2024-05-10,2,1,4,2,600,Morning,9,591
W_00006,2024-05-13,1,0,3,5,600,Morning,9,591
W_00006,2024-05-14,4,1,3,5,600,Morning,13,587
W_00006,2024-05-15,6,5,5,2,600,Morning,18,582
W_00006,2024-05-16,1,5,5,1,600,Morning,12,588
W_00006,2024-05-17,3,5,3,2,600,Morning,13,587
W_00006,2024-05-20,0,0,5,4,600,Morning,9,591
W_00006,2024-05-21,6,5,2,4,600,Morning,17,583
W_00006,2024-05-22,3,0,2,0,600,Morning,5,595
W_00006,2024-05-23,3,2,0,0,600,Morning,5,595
W_00006,2024-05-24,3,6,1,3,600,Morning,13,587
W_00006,2024-05-27,2,2,4,5,600,Morning,13,587
W_00006,2024-05-28,4,1,5,1,600,Morning,11,589
W_00006,2024-05-29,6,4,6,1,600,Morning,17,583
W_00006,2024-05-30,6,3,4,5,600,Morning,18,582
W_00006,2024-05-31,0,4,3,3,600,Morning,10,590
W_00006,2024-06-03,3,1,5,1,600,Morning,10,590
W_00006,2024-06-04,6,1,3,6,600,Morning,16,584
W_00006,2024-06-05,4,0,2,5,600,Morning,11,589
W_00006,2024-06-06,3,5,1,1,600,Morning,10,590
W_00006,2024-06-07,1,5,6,6,600,Morning,18,582
W_00006,2024-06-10,6,2,5,5,600,Morning,18,582
W_00006,2024-06-11,3,1,2,0,600,Morning,6,594
W_00006,2024-06-12,5,0,0,4,600,Morning,9,591
W_00006,2024-06-13,5,5,6,5,600,Morning,21,579
W_00006,2024-06-14,0,6,2,0,600,Morning,8,592
W_00006,2024-06-17,2,5,1,2,600,Morning,10,590
W_00006,2024-06-18,4,1,1,4,600,Morning,10,590
W_00006,2024-06-19,4,1,2,4,600,Morning,11,589
W_00006,2024-06-20,4,3,5,3,600,Morning,15,585
W_00006,2024-06-21,0,6,6,4,600,Morning,16,584
W_00006,2024-06-24,3,5,0,3,600,Morning,11,589
W_00006,2024-06-25,4,0,1,6,600,Morning,11,589
W_00006,2024-06-26,3,1,6,1,600,Morning,11,589
W_00006,2024-06-27,0,0,4,2,600,Morning,6,594
W_00006,2024-06-28,0,0,2,6,600,Morning,8,592
W_00006,2024-07-01,6,1,4,4,600,Morning,15,585
W_00006,2024-07-02,0,4,3,4,600,Morning,11,589
W_00006,2024-07-03,2,5,6,3,600,Morning,16,584
W_00006,2024-07-04,3,6,3,2,600,Morning,14,586
W_00006,2024-07-05,2,3,1,1,600,Morning,7,593
W_00006,2024-07-08,1,3,6,4,600,Morning,14,586
W_00006,2024-07-09,6,5,4,6,600,Morning,21,579
W_00006,2024-07-10,3,3,1,4,600,Morning,11,589
W_00006,2024-07-11,1,0,3,4,600,Morning,8,592
W_00006,2024-07-12,0,2,1,0,600,Morning,3,597
W_00006,2024-07-15,4,2,2,2,600,Morning,10,590
W_00006,2024-07-16,3,6,4,4,600,Morning,17,583
W_00006,2024-07-17,5,1,4,3,600,Morning,13,587
W_00006,2024-07-18,3,0,3,5,600,Morning,11,589
W_00006,2024-07-19,1,5,5,0,600,Morning,11,589
W_00006,2024-07-22,2,3,6,6,600,Morning,17,583
W_00006,2024-07-23,6,5,5,6,600,Morning,22,578
W_00006,2024-07-24,4,4,2,0,600,Morning,10,590
W_00007,2024-01-01,6,5,1,5,600,Morning,17,583
W_00007,2024-01-02,0,6,4,2,600,Morning,12,588
W_00007,2024-01-03,5,4,4,1,600,Morning,14,586
W_00007,2024-01-04,4,6,6,6,600,Morning,22,578
W_00007,2024-01-05,3,4,1,0,600,Morning,8,592
W_00007,2024-01-08,2,5,6,1,600,Morning,14,586
W_00007,2024-01-09,6,2,4,2,600,Morning,14,586
W_00007,2024-01-10,1,3,2,1,600,Morning,7,593
W_00007,2024-01-11,1,6,1,2,600,Morning,10,590
W_00007,2024-01-12,3,1,4,0,600,Morning,8,592
W_00007,2024-01-15,2,3,4,1,600,Morning,10,590
W_00007,2024-01-16,6,3,0,3,600,Morning,12,588
W_00007,2024-01-17,3,5,1,3,600,Morning,12,588
W_00007,2024-01-18,2,5,0,2,600,Morning,9,591
W_00007,2024-01-19,4,6,3,6,600,Morning,19,581
W_00007,2024-01-22,2,6,4,1,600,Morning,13,587
W_00007,2024-01-23,5,5,4,6,600,Morning,20,580
W_00007,2024-01-24,2,6,4,0,600,Morning,12,588
W_00007,2024-01-25,6,3,3,6,600,Morning,18,582
W_00007,2024-01-26,2,4,6,2,600,Morning,14,586
W_00007,2024-01-29,6,1,6,6,600,Morning,19,581
W_00007,2024-01-30,6,4,4,1,600,Morning,15,585
W_00007,2024-01-31,0,5,6,4,600,Morning,15,585
W_00007,2024-02-01,0,5,5,0,600,Morning,10,590
W_00007,2024-02-02,4,3,3,0,600,Morning,10,590
W_00007,2024-02-05,0,6,5,6,600,Morning,17,583
W_00007,2024-02-06,6,1,4,3,600,Morning,14,586
W_00007,2024-02-07,1,2,2,6,600,Morning,11,589
W_00007,2024-02-08,1,0,5,3,600,Morning,9,591
W_00007,2024-02-09,1,1,6,0,600,Morning,8,592
W_00007,2024-02-12,6,4,2,3,600,Morning,15,585
W_00007,2024-02-13,6,2,0,1,600,Morning,9,591
W_00007,2024-02-14,4,2,1,4,600,Morning,11,589
W_00007,2024-02-15,1,4,5,0,600,Morning,10,590
W_00007,2024-02-16,0,1,6,5,600,Morning,12,588
W_00007,2024-02-19,2,1,5,5,600,Morning,13,587
W_00007,2024-02-20,0,4,0,0,600,Morning,4,596
W_00007,2024-02-21,1,2,5,0,600,Morning,8,592
W_00007,2024-02-22,4,4,6,1,600,Morning,15,585
